Name,senolytic,Anti-aging Probability,BalabanJ,Chi2v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,FpDensityMorgan3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa3,MaxAbsPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MolMR,MolWt,PEOE_VSA12,PEOE_VSA14,PEOE_VSA3,PEOE_VSA5,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA7,SMR_VSA9,SlogP_VSA1,VSA_EState2,VSA_EState5,VSA_EState7
Dicyclomine hydrochloride,1,0.45326188,1.936816541,7.2145352,0,4.794537184,0,11.38429576,12.52478801,2.181818182,-0.57,22,274.214,4.244923978,0.463894691,0.130792706,0.311895419,90.84,309.494,0,5.969305288,0,0,5.414990469,5.969305288,11.33289652,0,0,0,15.25760015,0.716443951,12.29780975
Aprepitant,1,0.83548355,1.663294522,8.437221439,53.4222982,35.52744252,0,30.60586143,24.24094203,2.216216216,-3.23,37,513.264,6.37373478,0.415936663,0.042692954,0.349264174,114.4454,534.432,0,18.04234043,14.28363404,0,36.42434857,0,0,86.84428137,0,5.689743398,16.98425079,-0.239214098,-12.42968882
Sulconazole nitrate,1,0.43398148,1.795891333,7.822540401,0,0,0,5.24993803,10.04526663,2.416666667,-1.13,24,382.638,4.70015588,0.336040017,0.194115489,0.094589228,104.177,397.758,0,0,4.983978521,11.76188495,6.327320075,46.56470462,0,87.38037962,0,0,4.118381235,0.870523825,5.559263029
Nimodipine,1,0.08913693,2.602707346,7.070241173,22.77982767,19.70339264,0,36.15132565,16.95753012,2.333333333,-3.2,30,392.238,5.235354273,0.459804712,0.03000105,0.336505829,108.4361,418.446,0,11.93861058,9.589074368,0,34.69827451,17.62599685,0,62.48352572,0,5.316788604,36.56662156,-2.134679994,-0.381789792
Celecoxib,1,0.7690802,2.160670373,7.290739737,21.89351767,21.58904213,0,16.27679775,5.563451492,2.076923077,-2.65,26,367.267,3.630382562,0.434698535,0.137651035,0.232504849,90.1122,381.379,10.02329115,6.176298517,18.23857366,0,16.27679775,10.02329115,5.138973738,65.8546831,16.94476576,5.138973738,-0.137651035,0,-4.605917134
Avobenzone,1,0.85195285,2.068724403,6.578981175,0,9.589074368,0,23.40230199,16.87641482,1.652173913,-2.42,23,288.217,4.284862375,0.49676779,0.04215449,0.170108394,91.414,310.393,0,0,0,0,13.53061916,11.56648989,0,65.22129102,5.749511833,4.736862954,24.45956223,0.342105366,-0.123816138
Cyclandelate,1,0.4746312,1.973683131,6.78545108,12.07327168,9.901064579,0,11.51895686,11.48135754,2.55,-1.35,20,252.184,3.82539733,0.460170989,0.083692366,0.339424849,78.0778,276.376,0,5.969305288,4.794537184,0,0,5.969305288,11.33289652,35.89528683,0,0,12.05716742,0.010664945,1.638861123
Allylestrenol,1,0.47657967,1.624081381,8.8085143,5.601050811,5.106527395,0,5.414990469,0,2.909090909,-0.56,22,268.23,1.935520072,0.388989503,0.13714392,0.073757608,91.4668,300.486,0,0,0,6.578935684,5.601050811,0,29.08661465,24.30408043,0,0,0,3.437148264,17.01220883
Artenimol,1,0.6808786,1.817281732,7.295866811,23.96821542,5.106527395,0,11.83581209,11.83581209,2.65,-0.2,20,260.16,1.557191034,0.367604464,0.037876039,0.201281795,69.0468,284.352,5.787111153,0,9.775141907,0,0,0,23.67162418,0,0,0,11.62555367,0.436706822,2.723659769
Azacyclonol,1,0.2782568,2.069930144,5.522705879,5.601050811,5.106527395,0,5.917906046,0,1.7,-1.64,20,246.204,2.369536569,0.38010114,0.257916667,0.117481217,81.4765,267.372,0,0,0,0,0,0,5.917906046,71.79057367,0,5.316788604,0,0.257916667,2.000572562
Cyclosporin A,1,0.7826625,4.320268725,26.09260201,155.7998262,48.25736205,9.589074368,55.7757323,6.420821623,1.317647059,-6.13,85,1090.747,21.65558178,0.390126486,0.022871036,0.245643649,328.4446,1202.635,64.97897702,0,0,0,12.64872279,64.97897702,41.42534232,12.15204021,0,21.26715442,168.5176416,-9.707807855,3.042918338
Digoxin,1,0.9167081,0.837498199,18.81563603,90.92578535,35.43370155,0,61.11132712,18.75954929,1.872727273,-1.27,55,716.437,6.950374052,0.457979647,0.045206267,0.330661014,192.6108,780.949,0,5.969305288,4.794537184,0,54.43278191,5.969305288,34.50160512,11.64912464,0,0,11.94416009,0.204181914,-1.511880896
Nitrofural,1,0.044847906,2.63740095,2.167364845,16.83860776,14.90885545,0,5.760247419,0,2.928571429,-2.38,14,192.09,2.587781268,0.433061637,0.143935185,0.399592401,45.6755,198.138,0,11.91529671,10.22032858,0,12.28096765,18.12989729,10.835075,28.00729982,0,11.15945887,19.65363124,-0.253726852,1.095
Roxithromycin,1,0.5389832,2.219752957,17.73363586,101.7519001,30.32717416,0,44.80809636,18.73938859,2.137931034,-1.58,58,760.45,12.0722166,0.458936591,0.03068726,0.31118842,212.466,837.058,6.792942306,5.969305288,0,0,66.56528854,11.68099029,28.82733691,0,0,0,21.79480217,-4.140046102,-9.493823708
Luteolin,1,0.9971439,2.294345957,4.516426576,5.428790392,25.22064676,0,39.72753911,5.563451492,2.285714286,-3.15,21,276.159,2.121592092,0.507678166,0.0162637,0.196579174,74.5792,286.239,0,0,0,0,0,10.96924436,0,46.62152999,34.32174624,5.428790392,12.04333727,-1.13270025,0
Enoxacin,1,0.45132652,2.243584852,5.365082055,17.21531652,13.97948942,0,16.76753848,25.28144644,2.739130435,-2.48,23,303.188,2.653353739,0.477497013,0.010986631,0.340724893,83.677,320.324,5.428790392,5.969305288,14.16893075,0,5.386224214,22.8205695,0,33.86721055,0,15.64548873,29.58752206,-1.739762567,1.26333727
Atorvastatin,1,0.7799929,1.891136859,10.41314078,24.59805969,24.19254421,0,37.02870627,28.07166874,2.048780488,-4.27,41,523.37,7.279067289,0.481159428,0.093893979,0.30547243,157.2466,558.65,0,5.969305288,4.390415048,0,29.88613388,17.56387129,0,102.0037393,22.38428247,5.316788604,25.0234545,-1.934556744,-2.50739841
Azithromycin,1,0.58699644,2.174897674,17.16511252,95.95792882,30.32717416,0,37.32617813,12.96557803,2.115384615,-1.01,52,676.42,10.04336289,0.458935816,0.133071708,0.311188426,194.179,748.996,0,5.969305288,0,0,41.53587322,5.969305288,17.75371814,0,0,0,18.044394,-2.584215013,-8.189621262
Nitazoxanide,1,0.87578696,2.194885608,4.813787162,16.79979607,19.70339264,0,21.44560378,0,2.714285714,-2.81,21,298.215,3.600616933,0.425872708,0.087340797,0.345180814,74.4726,307.287,0,10.97038726,4.983978521,0,10.48676254,33.34591135,0,46.14008161,5.749511833,10.05365156,36.76012262,-1.023342368,1.05382304
Adapalene,1,0.8152325,1.427942981,10.19480984,5.969305288,9.901064579,0,5.414990469,5.563451492,2.064516129,-2.81,31,384.305,3.051724842,0.496454902,0.281091857,0.335201021,122.7453,412.529,0,5.969305288,4.794537184,0,12.67324903,16.74175372,17.75371814,65.7242066,16.87641482,4.736862954,11.28195446,2.828769749,8.246311537
Amiloride hydrochloride,1,0.73411953,2.25E-06,2.859316727,11.8667343,4.794537184,0,34.88979653,0,2.375,-1.8,16,257.02,3.1052025,0.381654531,0,0.279937784,62.4951,266.092,0,0,9.967957042,12.40703316,0,47.51043291,5.733667477,10.84703781,0,22.51779104,18.52989198,-1.562278597,0
Cantharidin,1,0.6132366,2.210427288,4.772394485,22.76859151,9.589074368,0,12.20793278,0,1.928571429,-0.9,14,184.106,0.556689003,0.392125883,0.128287037,0.322877221,45.208,196.202,0,11.93861058,0,0,12.20793278,11.93861058,10.82998094,0,0,0,23.31986111,-0.810740741,1.463935185
Calmidazolium chloride,1,0.7718435,3.87E-06,11.82461464,0,0,0,31.15972234,36.68055629,1.756097561,-1.92,41,664.525,8.131120331,1,0,0.244158172,165.226,687.709,6.327320075,0,9.134199296,0,6.606881965,69.60563934,0,156.039752,0,16.97413281,0,0,5.698258206
Dequalinium chloride hydrate,1,0.6242935,2.28E-06,9.648122658,0,0,0,24.81406632,0,1.25,-2.56,36,487.264,7.015534587,1,0,0.214274443,143.5208,527.584,11.03340144,0,0,0,22.14722098,33.18062241,0,72.05152667,0,45.41560057,0,0,10.33976515
Diphenyleneiodonium chloride,1,0.8499712,7.50E-07,5.917939612,0,0,0,33.61213429,0,1.571428571,-0.54,14,306.489,1.444716064,1,0,0.358785528,49.272,314.553,7.140364542,21.20510113,0,0,0,0,0,55.67130109,11.12690298,33.61213429,0,0,0
"2,3-Dimethoxy-1,4-naphthoquinone",1,0.754915,2.667135268,3.270328653,0,9.589074368,0,23.08481964,11.12690298,1.5,-2.1,16,208.128,1.306195434,0.489490215,0.035925926,0.231851737,56.147,218.208,23.08481964,0,0,0,14.21959508,11.56648989,0,46.910701,0,0,23.89509259,-0.720833333,0
Idarubicin,1,0.6279512,1.664819148,9.797579369,71.51439766,34.80972113,0,46.2223522,0,2.25,-3.15,36,470.284,3.561724368,0.506847955,0.005877268,0.197896159,123.7906,497.5,0,0,0,0,29.43880215,17.34973484,5.733667477,57.64617722,11.49902367,5.733667477,39.02262445,-3.056912611,-4.377033106
JFD00244,1,0.79310596,1.412291145,8.800963426,0,19.80212916,0,23.06551356,59.55973457,1.305555556,-4.58,36,452.34,4.658553891,0.507966645,0.171742587,0.196175942,140.35,478.548,0,0,0,0,11.12690298,22.94126244,0,118.3098479,11.49902367,10.63357721,27.10584437,0.09550266,1.389699566
Mibefradil dihydrochloride,1,0.64243245,2.53E-06,10.39415705,5.601050811,9.184952232,0,55.04328651,19.26246487,2.684210526,-2.19,38,528.241,7.468310324,0.456638247,0,0.332137244,154.0237,568.561,0,5.969305288,14.16893075,24.81406632,11.03340144,41.81677305,5.917906046,65.2330978,0,0,23.04016763,0.658314673,3.923835745
Piperlongumine,1,0.88038635,2.233418344,4.811163949,0,9.589074368,0,11.81435946,35.77756502,2.304347826,-2.76,23,298.189,3.71382635,0.492692399,0.295562938,0.252944098,85.609,317.341,5.749511833,0,0,0,21.32939262,17.89037957,0,35.92424595,17.2485355,14.21058886,24.9732778,0.824609432,6.814851618
Ouabain,1,0.9374402,1.282032874,13.82751952,95.46187335,45.64675634,0,38.2080745,19.26246487,2.414634146,-1.19,41,540.307,3.98947588,0.457979662,0.036877451,0.330661,138.5984,584.659,0,5.969305288,4.794537184,0,47.63983961,5.969305288,28.58369908,11.64912464,0,0,11.82418321,-1.930846701,-6.681044109
Quercetin dihydrate,1,0.9913892,2.377257968,4.650442557,22.67732589,30.32717416,0,33.79196693,0,2.227272727,-3.35,22,292.158,1.956867218,0.507678166,0.133919123,0.238288582,76.244,302.238,11.17830223,0,0,0,0,10.96924436,0,40.55516292,40.07125808,5.428790392,12.14287431,-2.713941746,0
Rottlerin,1,0.9492946,1.933429104,9.698015765,57.89937298,35.12171134,0,33.56676929,0,2.105263158,-4.72,38,488.322,4.563007715,0.507093562,0.015076636,0.192877353,142.303,516.546,0,0,0,0,5.563451492,23.71853011,0,81.428036,34.497071,4.736862954,25.50038463,-4.093374217,5.622284424
Rotenone,1,0.27357438,1.581624927,7.630152924,12.02187243,4.794537184,0,18.4940933,34.98232045,2.586206897,-3.15,29,372.247,2.584753266,0.492854165,0.022773054,0.177566145,105.9045,394.423,0,0,0,0,25.70095262,5.783244946,0,53.10786296,28.74755917,23.68431477,13.51707302,2.68193694,0.157411458
BIX 01294 trihydrochloride hydrate,1,0.8864204,1.78E-06,9.920789275,0,0,0,37.22109948,17.5408645,2.230769231,-2.23,39,558.707,8.144842118,0.492842071,0,0.227438266,167.0767,600.035,5.948339281,0,4.983978521,37.22109948,19.7362958,59.89022647,0,48.02802097,11.49902367,19.69042424,17.27849596,3.04906946,3.261299713
Tyrphostin AG 879,1,0.13660839,3.697876615,7.938525478,0,5.106527395,0,21.39158757,5.749511833,1.818181818,-1.86,22,292.278,4.080210992,0.507340294,0.074252173,0.122563859,95.8822,316.47,0,0,0,0,5.57310453,23.28239565,5.733667477,34.39619314,11.81873315,5.733667477,0.074252173,0.311095049,1.67287037
Vincristine sulfate,1,0.8255897,1.09E-06,19.44922216,73.94163752,24.59666634,4.794537184,12.33872767,99.49571454,2.292307692,-4.89,65,864.587,6.903676003,0.496343133,0.155289363,0.394346529,234.7457,923.051,12.01114612,28.30691645,4.794537184,0,38.65967054,51.30732296,11.33289652,70.93452509,5.749511833,9.636772685,66.13385203,-2.06496128,5.832904069
Tanespimycin,1,0.87621135,2.620307724,10.60057076,53.90068129,24.28467613,0,41.42377176,11.99392615,2.5,-3.8,42,542.354,9.101640409,0.438726691,0.131979096,0.404704015,157.7386,585.698,11.56648989,6.093240071,4.794537184,6.578935684,23.6020114,23.56690969,17.56947957,71.14844854,0,16.36724469,51.2725713,-2.143880684,5.335469144
Geldanamycin,1,0.83761996,2.600672264,10.08924307,53.90068129,24.28467613,0,34.94114091,11.99392615,2.35,-3.54,40,520.324,8.23177245,0.492234452,0.080111525,0.404704015,146.5479,560.644,11.56648989,6.093240071,4.794537184,0,25.01476963,23.56690969,17.56947957,58.55561831,0,11.05045608,50.61022008,-2.387288653,3.614092959
Alvespimycin,1,0.8679338,2.602337045,11.6610474,53.90068129,24.28467613,0,34.87901536,25.08343896,2.431818182,-3.58,44,568.372,10.25765022,0.438726691,0.114380467,0.404704015,166.0956,616.756,11.56648989,6.093240071,4.794537184,0,23.6020114,23.56690969,17.56947957,58.49349275,0,16.36724469,53.67810751,-2.062609459,3.880710305
ProDrug A,1,0.9026096,1.014703275,16.51833906,74.62554849,50.44129353,0,79.26117979,22.14722098,1.327868852,-3.88,61,839.379,7.91379382,0.461250961,0.001253886,0.228756526,222.1654,887.763,24.39441292,0,0,23.20187978,24.58853648,67.93590865,0,71.79057367,11.49902367,19.27354537,31.32608668,-0.141688852,-14.86136611
JHB76B,1,0.9130583,0.942245572,17.22544584,74.62554849,50.44129353,0,59.75084535,54.49919866,1.317460317,-3.88,63,863.401,8.57317331,0.461250961,0.151390905,0.228756526,231.3994,915.817,24.39441292,0,0,23.20187978,24.58853648,67.93590865,0,71.79057367,11.49902367,19.27354537,31.19642217,0.349964229,-12.90586261
CGP-74514A,1,0.8812066,2.25E-06,7.369544197,0,0,0,24.49071482,16.78883537,2.821428571,-2.09,28,397.164,4.318084044,0.349807717,0,0.226570892,116.8338,422.364,5.948339281,0,4.983978521,12.40703316,6.327320075,52.62543932,5.733667477,35.61542166,0,16.36724469,13.90614062,1.227708884,6.211555742
Ouabagenin,1,0.89552265,1.577114452,11.04188265,58.78667578,35.43370155,0,44.17737979,19.26246487,2.516129032,-1.03,31,404.245,2.546325966,0.457979662,0.017329135,0.330661,107.3768,438.517,0,5.969305288,4.794537184,0,41.53587322,5.969305288,28.58369908,11.64912464,0,0,11.66898142,-1.619567156,0.530790748
K-Strophanthin,1,0.8749346,1.01379548,16.31956647,90.05074909,40.22823874,0,43.17154864,44.94575136,2.4,-1.56,50,656.382,5.550265465,0.457979662,0.035226729,0.330661,170.8308,710.814,0,5.969305288,4.794537184,0,41.53587322,12.25546581,28.58369908,11.64912464,0,0,25.11318755,-0.635191069,-2.522857656
Strophanthidin,1,0.84796774,1.516890846,10.63670799,22.72105848,24.90865655,0,35.55883552,38.71099008,2.517241379,-1.24,29,372.247,2.338374425,0.457979662,0.050378874,0.330661,103.5754,404.503,0,5.969305288,4.794537184,0,22.72105848,12.25546581,28.58369908,11.64912464,0,0,24.11702416,-0.304349823,7.356687708
PF-573228,1,0.84796774,1.577930206,9.787612034,27.39486592,26.38357931,0,23.29575889,35.97671086,2.647058824,-3.67,34,471.335,5.446676532,0.420946382,0.055387325,0.365320796,120.5879,491.495,11.85551901,6.176298517,13.40177551,0,4.895483476,38.88540747,0,65.35176753,0,15.95036581,19.37342387,-0.572004844,-2.062740096
LY-367265,1,0.6279512,1.179458111,10.48991005,10.20932917,12.80821203,0,5.817220841,19.63426922,2.8125,-2.84,32,427.355,3.042538928,0.360470536,0.241492028,0.326120371,125.6655,452.555,0,10.20932917,8.695631039,0,11.37477255,38.06013118,0,65.61518991,0,8.610431983,5.456017652,-0.241492028,6.837588403
Temsirolimus,1,0.79182106,1.693990446,21.84402246,120.4861305,49.19333268,0,42.78870164,69.78132076,2.205479452,-3.94,73,942.607,16.04383364,0.460091562,0.006967626,0.328662805,271.2892,1030.303,5.787111153,11.93861058,4.794537184,0,31.52566309,35.19552514,40.92242675,47.6023297,0,0,85.39456269,-9.364805445,9.763015086
Eltrombopag,1,0.8633916,1.708508046,7.753797742,5.969305288,19.80212916,0,28.24700277,22.50821725,2.424242424,-4.46,33,420.299,4.182084925,0.504958337,0.105342806,0.335200678,125.2788,442.475,0,5.969305288,9.476340119,10.22850025,16.94476576,17.34407784,10.22850025,93.40175723,22.56380109,5.559266895,24.21085198,-1.220715629,0
Raltegravir,1,0.83761996,1.877667778,7.511293886,40.17321228,23.88055399,0,24.15060875,5.563451492,2.4375,-4.09,32,423.255,4.632728216,0.501377755,0.002944972,0.309123128,108.2402,444.423,11.64023576,11.79790365,9.374393569,10.19736362,5.538925252,11.81435946,7.047671983,69.29972502,5.749511833,16.1928441,41.72482507,-2.879269075,0
Venetoclax,1,0.82782817,1.003209207,18.98841055,31.43665168,23.32665244,0,28.33324612,31.15520939,2.557377049,-5.48,61,818.057,10.0182371,0.454803279,0.035867292,0.293189778,237.0478,868.457,0,0,18.12387037,0,21.57908959,61.20007556,11.33289652,117.0270511,11.49902367,19.67565615,37.0991117,-0.195002418,8.130102533
EF24,1,0.8844391,2.08E-06,5.314855376,0,13.57536728,0,29.82471979,35.36262486,1.625,-2.3,24,331.664,3.961661175,0.308327692,0,0.187129369,93.8787,347.792,0,0,8.780830095,12.40703316,0,30.34231832,0,82.43849027,0,5.316788604,12.5353562,-0.938638999,3.08138322
Panobinostat,1,0.7401744,1.509955828,6.251882994,5.907179729,4.794537184,0,0,0,2.692307692,-2.89,26,326.25,4.387713468,0.358397544,0.538594967,0.266863338,103.8516,349.434,0,0,5.480096598,0,0,22.88612477,0,76.99123912,0,10.7968852,14.40709215,-0.538594967,3.922897113
Bufalin,1,0.8679338,1.482587636,10.78100874,5.601050811,15.00759197,0,28.47743969,17.75371814,2.571428571,-1.13,28,352.26,2.398097637,0.431027655,0.129476472,0.33507878,106.9126,386.532,0,5.625586319,4.794537184,0,17.96818019,0,28.58369908,34.37947213,0,5.625586319,11.40851502,1.764172171,10.66982058
Proscillaridin A,1,0.9199307,1.211471119,13.11534141,36.30694309,25.22064676,0,34.39534574,5.917906046,2.473684211,-1.55,38,488.322,3.820160311,0.431027655,0.021328938,0.33507878,138.1102,530.658,0,5.625586319,4.794537184,0,24.07214658,0,22.66579303,46.02859676,0,5.625586319,11.54109021,0.759193359,5.316876227
Cinobufagin,1,0.9069832,1.407291105,11.64876971,0,14.69560176,0,52.25572857,17.75371814,2.65625,-1.66,32,408.28,2.539071039,0.458985234,0.047076247,0.335078818,115.8868,442.552,0,11.59489161,4.794537184,0,12.36712938,5.969305288,28.58369908,34.37947213,0,5.625586319,23.69582852,1.23798846,8.204019404
Peruvoside,1,0.85195285,1.18362448,13.43966802,41.72193356,24.90865655,0,41.15988633,32.29016846,2.538461538,-1.36,39,504.321,4.015279391,0.457979662,0.048231215,0.330661,138.1274,548.673,0,5.969305288,4.794537184,0,17.80898359,12.25546581,34.50160512,11.64912464,0,0,24.77576162,0.151522319,5.394145047
Digitoxin,1,0.91490096,0.826308373,18.73758599,79.40682849,30.32717416,0,54.00152958,18.44269406,1.888888889,-1.23,54,700.438,6.822362773,0.457979662,0.024309039,0.330661,191.221,764.95,0,5.969305288,4.794537184,0,48.32881553,5.969305288,34.50160512,11.64912464,0,0,11.92513373,1.133496918,1.903737843
Convallotoxin,1,0.91398406,1.222838156,13.42234486,58.84194123,35.12171134,0,36.75072701,44.94575136,2.41025641,-1.4,39,508.309,3.784502011,0.457979662,0.046489951,0.330661,134.797,550.645,0,5.969305288,4.794537184,0,28.82502487,12.25546581,28.58369908,11.64912464,0,0,24.75165325,-0.615629369,0.689041406
ABT-737,1,0.81757444,1.058513984,17.11431813,26.54116821,23.32665244,0,22.18816207,17.19630854,2.25,-4.92,56,768.086,10.88810121,0.375865871,0.140220895,0.293198317,226.3161,813.446,0,0,13.13989185,11.76188495,9.818794524,56.35545455,0,147.5911959,11.12690298,14.9387932,32.10472049,-0.186761947,0.704311081
Fisetin,1,0.99306935,2.339908291,4.492873047,16.92781406,25.22064676,0,33.79196693,0,2.333333333,-3.15,21,276.159,2.023723431,0.50782198,0.087182277,0.234533739,74.5792,286.239,11.17830223,0,0,0,5.386224214,10.96924436,0,46.62152999,34.32174624,5.428790392,12.08204097,-1.604538979,0
Curcumin,1,0.9878528,1.958861483,5.638641501,0,19.80212916,0,29.48633518,22.62592665,1.592592593,-3.54,27,348.225,5.743402512,0.504254344,0.006622874,0.162918644,102.0166,368.385,0,0,0,0,20.64041671,23.71853011,0,59.67714561,22.99804733,9.473725908,23.85879652,-0.083211308,5.442434021
Dasatinib,1,0.77864933,1.431592913,9.189264211,0,4.794537184,0,12.51406169,38.90574894,2.727272727,-2.79,33,461.809,5.772233374,0.395044548,0.173117974,0.266999546,132.0467,488.017,0,0,14.95193556,0,23.51374512,51.29957581,0,51.74994834,0,15.53348694,30.97530056,1.851363353,1.531598193
Navitoclax,1,0.9224824,1.017179646,22.61169354,52.79624858,34.8013763,0,10.97844196,56.11070876,2.2,-4.1,65,919.194,12.66871277,0.501490163,0.001861688,0.380358391,251.8865,974.634,0,5.508330501,21.55768883,11.76188495,23.79663368,66.07842594,5.414990469,118.7845139,0,14.9387932,18.99174299,-0.653416401,3.598181286
A1331852,1,0.8723474,0.9699177,15.67595086,5.969305288,14.69560176,0,11.60110772,40.58082752,2.479166667,-4.57,48,620.524,5.08258938,0.47649182,0.025569987,0.354728082,186.5285,658.828,0,5.969305288,14.76249423,0,16.41346421,44.37931279,23.16870861,88.87235765,11.12690298,10.21669833,37.54421035,1.922850664,10.66801539
A1155463,1,0.8740772,1.105425756,13.35854442,11.78652613,19.08601681,0,23.95750152,65.16390122,2.744680851,-4.83,47,637.548,7.599483922,0.490506476,0.004160262,0.355245139,183.4905,669.804,0,5.969305288,19.15290927,11.33678588,23.368259,55.02979437,0,99.30577268,17.59038047,14.95356129,39.11026132,4.199792256,1.577644973
Ginsenoside Rg1,1,0.86153823,1.389519772,20.24472903,120.1984603,51.06527395,0,23.67162418,44.94575136,1.892857143,-0.82,56,728.448,7.063041636,0.393566515,0.000257959,0.186788233,202.34,801.024,0,0,0,0,37.1267139,0,45.33158606,11.64912464,0,0,0,-0.781404869,-9.517614073
P5091,1,0.7606507,2.445362086,6.898641094,4.923311049,14.90885545,0,11.47063122,24.02707647,2.7,-1.08,20,341.176,3.146031747,0.29428545,0.096072058,0.293600022,81.5629,348.232,0,0,0,11.33678588,19.84572487,57.77118183,0,49.30220036,0,0,22.81166873,-0.206350904,0
WEHI-539,1,0.79182106,1.179290455,11.89283731,5.969305288,9.901064579,0,5.693927995,31.00090531,2.707317073,-4.12,41,554.507,6.143043204,0.493588628,0.112419048,0.355182361,165.3764,583.739,5.13155848,5.969305288,14.76249423,11.33678588,22.5351876,49.70274116,10.835075,93.99146742,16.32058702,15.89632183,21.924568,-0.239961491,4.111520134
Hsp90 inhibitors (17-DMAG),1,0.8679338,2.602337045,11.6610474,53.90068129,24.28467613,0,34.87901536,25.08343896,2.431818182,-3.58,44,568.372,10.25765022,0.438726691,0.114380467,0.404704015,166.0956,616.756,11.56648989,6.093240071,4.794537184,0,23.6020114,23.56690969,17.56947957,58.49349275,0,16.36724469,53.67810751,-2.062609459,3.880710305
Analogue 47,1,0.90894175,2.232804873,5.294141565,0,9.589074368,0,11.81435946,41.35066955,2.333333333,-2.76,24,310.2,3.587623967,0.492692399,0.304822197,0.255535475,90.226,331.368,5.749511833,0,0,0,21.32939262,17.89037957,0,35.92424595,17.2485355,14.21058886,25.43568521,0.79086024,4.349395374
Analogue 48,1,0.8887587,2.237946256,4.940588175,0,9.589074368,0,11.81435946,41.35066955,2.217391304,-2.76,23,298.189,3.362345034,0.492692399,0.315238864,0.255614002,85.609,317.341,5.749511833,0,0,0,21.32939262,17.89037957,0,35.92424595,17.2485355,14.21058886,25.03165743,0.769066163,3.459285357
Analogue 49,1,0.91700584,2.241537394,5.647694956,0,9.589074368,0,11.81435946,41.35066955,2.32,-2.76,25,322.211,4.205264115,0.492692399,0.294405531,0.255534135,94.843,345.395,5.749511833,0,0,0,21.32939262,17.89037957,0,35.92424595,17.2485355,14.21058886,25.83971299,0.812654317,5.281357242
HO-3867,1,0.8198933,1.685299264,10.11060026,11.0778505,18.7826203,0,17.41768663,30.78047828,1.676470588,-2.93,34,434.316,4.943315799,0.312322239,0.075299706,0.187142728,130.0675,464.556,0,0,8.780830095,0,11.0778505,17.93528516,0,94.08761491,0,0,15.52078574,-0.737862232,5.668581758
DIMC,1,0.8929365,1.974469566,6.00491051,0,9.589074368,0,17.98731152,22.99804733,1.379310345,-3.54,29,372.247,6.242190808,0.492869565,0.214703168,0.162918644,111.791,396.439,0,0,0,0,34.86001179,23.71853011,0,59.67714561,22.99804733,18.94745182,24.13129167,1.757830912,5.811136657
2-HBA,1,0.9491062,2.065922917,4.186667044,0,15.00759197,0,17.28226861,11.12690298,1.55,-2.81,20,252.184,3.589668754,0.507334531,0.126142046,0.178182495,79.2886,266.296,0,0,0,0,0,17.93528516,0,71.80987974,11.49902367,0,11.67541478,0.026826799,5.830154951
ingBupivacaine hydrochloride,1,0.7122322,2.42E-06,6.157161444,0,4.794537184,0,24.35605372,0,2.590909091,-1.06,22,295.664,4.719203514,0.324234949,0,0.241244518,95.9137,324.896,5.907179729,0,0,12.40703316,6.041840829,24.00159917,0,29.32600419,0,5.316788604,15.06370701,0.169632464,5.721966308
CP775146,1,0.7122322,1.651970435,9.241979816,11.5703561,14.69560176,0,11.82508578,24.63299591,2.516129032,-2.82,31,390.289,5.870605573,0.478304314,0.154085244,0.346952728,121.5748,423.553,5.907179729,5.969305288,4.794537184,0,6.420821623,11.87648502,0,65.22129102,5.749511833,4.736862954,26.24887262,0.388611687,2.369133775
Ciproheptadine hydrochloride,1,0.3647776,1.963148082,6.289663547,0,0,0,0,0,1.772727273,-2.12,22,266.238,2.318126827,0.305731265,1.163289399,0.001599538,94.565,287.406,0,0,0,0,0,17.72514474,0,76.35784704,0,0,2.427401738,0,6.871388889
Pherphenazine,1,0.15405756,1.410020996,8.614125866,0,0,0,6.606881965,0,2.333333333,-1.24,27,377.771,4.437891046,0.395044554,0.25828312,0.056730031,113.6058,403.979,0,0,0,0,17.98165451,34.73759739,0,47.48720279,0,4.899909731,9.888770179,0,1.116026077
Tomatine,1,0.83004373,0.812411064,24.02700017,143.1471306,61.27832874,0,28.76289931,47.84616395,1.875,-0.88,72,950.536,9.259060468,0.393566515,0.103909713,0.187150805,244.3023,1034.2,0,0,0,0,38.63546063,0,52.25532326,0,0,5.316788604,0,3.87069424,-22.44984738
Allicin,1,0.3522018,3.257569088,4.664596439,9.83158207,4.208898492,0,0,5.752853607,2.555555556,-0.02,9,152.199,5.857258807,0.247624954,0.567962963,0.084482449,45.8614,162.279,0,0,4.208898492,13.15787137,15.58443568,20.62548005,0,25.30991158,0,0,0,1.318410494,3.400649723
MK2206,1,0.93558234,1.30E-06,8.30851307,0,4.794537184,0,36.04273497,5.647177221,2.333333333,-3.19,33,457.215,3.700135061,0.347225117,0,0.321398289,136.1981,480.399,0,5.689743398,19.27789212,24.81406632,11.21062871,41.36416848,5.733667477,88.9746134,22.38428247,11.42341088,17.02910225,0,4.969705483
