Name,senolytic,Anti-aging Probability,BalabanJ,Chi2v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,FpDensityMorgan3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa3,MaxAbsPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MolMR,MolWt,PEOE_VSA12,PEOE_VSA14,PEOE_VSA3,PEOE_VSA5,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA7,SMR_VSA9,SlogP_VSA1,VSA_EState2,VSA_EState5,VSA_EState7
Rhamnoneuronal C,1,0.98486924,1.613704241,9.159790245,29.49020139,40.54022895,0,67.73085691,5.563451492,2,-5.35,39,508.309,3.816309211,0.507966213,0.009586149,0.202500125,137.2231,528.469,5.783244946,0,0,0,5.386224214,16.7524893,0,77.85694074,62.69718473,4.736862954,13.52730321,-2.47652536,-2.993480149
Balansechromanone A,1,0.8333246,1.653274819,5.068441811,0,9.901064579,0,17.63672317,17.73378495,2.65,-2.29,20,252.184,2.665764807,0.507966645,0.063700869,0.16978626,76.2333,268.312,0,0,0,0,5.563451492,5.783244946,0,59.65783953,11.49902367,4.736862954,12.03885183,1.119244232,2.006080877
Balansechromanone B,1,0.83548355,1.66827108,5.408195815,0,9.901064579,0,17.63672317,23.48329678,2.909090909,-2.49,22,280.194,2.908411186,0.504254605,0.109075964,0.16978626,82.7853,298.338,0,0,0,0,12.67324903,5.783244946,0,53.59147246,17.2485355,9.473725908,12.11928937,1.398082801,1.804603804
Alectinib,1,0.80193585,1.368747219,10.94791126,0,10.05642874,0,11.19823542,11.60529232,2.555555556,-3.14,36,448.356,3.564454954,0.378792323,0.085702099,0.195314957,142.0212,482.628,0,0,0,0,30.40988823,22.37355615,0,63.8430208,6.069221313,4.899909731,22.54634165,0.085702099,3.220133107
BET protein degrader(ARV825),1,0.88161486,0.716338606,17.10862599,35.71240058,23.97268592,0,36.29654758,80.76425235,2.276923077,-6.31,65,876.073,10.01053131,0.491193513,0.049934928,0.263904195,242.5231,923.449,17.72153919,0,0,21.53414949,62.9007014,69.56008197,4.992404733,116.0958847,10.75059381,20.68722877,71.0221087,-0.475754371,0.196323662
R406,1,0.9026096,3.75E-07,10.87355593,21.53639851,17.60274922,0,34.20459082,28.68543361,2.181818182,-5.22,44,599.407,7.397829766,0.492633536,0.074074074,0.294010447,158.4837,628.639,11.69785111,0,14.35837209,0,32.42171967,45.11462048,0,66.61136803,22.99804733,34.89781763,24.51310712,1.101475646,1.015345149
3,1,0.88759494,1.633693269,5.910443254,0,9.901064579,0,17.34407784,11.25083777,2.846153846,-3.8,26,328.246,2.840625,0.505769768,0.113246965,0.255299071,102.0021,344.374,0,0,4.983978521,0,5.687386275,28.31535371,0,72.55444225,16.87641482,11.05045608,19.84872821,-0.434503133,3.636806669
PCC1,1,0.9032942,1.311387035,15.65197967,123.2032643,76.59791092,0,62.42745722,0,1.285714286,-7.8,63,828.477,6.460062358,0.507679025,0.01269016,0.157304621,214.147,866.781,0,0,0,0,17.93977848,0,0,123.3703838,86.2426775,14.21058886,0,-11.52846173,-9.930300467
Tunicamycin,1,0.9012275,1.440049549,16.12245685,128.0223735,60.0303679,0,0,6.420821623,1.983050847,-3.12,59,780.441,13.43396169,0.393566521,0.59748924,0.330035388,207.0735,844.953,11.81435946,5.689743398,4.794537184,0,18.81481474,11.81435946,5.917906046,45.25333552,0,21.8825875,51.11297718,-0.620809257,-7.649175679
Ginsenoside Rb1,1,0.80069196,1.008965725,25.74400583,177.8900615,76.59791092,0,34.50160512,38.52492974,1.636363636,-1.18,77,1016.571,10.89610476,0.393566515,0.03736157,0.186891777,266.217,1109.307,0,0,0,0,44.23651144,0,45.33158606,11.64912464,0,0,0,-0.474734972,-25.17582017
TimosaponinA-III,1,0.8872046,0.941781267,18.71170428,80.41265964,35.74569176,0,23.03791371,41.42534232,2.057692308,-0.52,52,676.416,5.977657611,0.393566515,0.167773126,0.18686344,182.9916,740.928,0,0,0,0,32.02857867,0,52.25532326,0,0,0,0,3.506532801,-3.877615101
BIIB021,1,0.73105854,2.077510721,5.321467068,0,0,0,11.1014491,17.70863434,2.772727273,-2.41,22,303.648,2.329267822,0.496079622,0.116127593,0.223072632,84.1104,318.768,5.948339281,0,4.983978521,0,25.67580202,28.71315711,0,34.49810444,5.749511833,10.47053043,16.81879419,0.950935934,3.439215622
NMS-E973,1,0.96050966,1.567376519,7.818519146,10.83049078,25.12191024,0,51.74490134,0,2.575757576,-4.12,33,432.263,5.038160816,0.507678166,0.013684196,0.273205556,116.4242,454.439,0,0,0,0,4.923311049,11.594566,0,58.27281574,34.32174624,10.05365156,25.09776774,-0.723868117,1.664532587
HSP90 Inhibitor 7,1,0.08819005,1.820021265,5.236721404,6.093240071,4.794537184,0,5.948339281,13.15163837,2.75,-3.22,24,306.22,3.751712443,0.446174534,0.247262447,0.430062783,92.1994,323.356,5.948339281,6.093240071,14.76249423,0,18.45328498,30.40822015,5.101407526,52.84659432,0,5.733667477,19.62921399,0.247262447,5.004303902
HSP90 Inhibitor 6,1,0.55832696,1.648288829,7.674576515,10.02329115,13.21233417,0,23.35788445,35.67605038,2.62962963,-2.98,27,370.285,4.802612136,0.461930865,0.004071538,0.335118758,98.9306,389.437,15.97163043,5.969305288,27.90238607,0,29.31415437,27.628322,0,53.49275075,0,15.77255095,19.43267724,-0.244090501,2.119227928
HSP90 Inhibitor 5（BDBM81731）,1,1,2.580273479,4.289160352,0,0,0,11.1014491,21.30264611,2.375,-1.03,16,268.49,2.375436056,0.367731177,0.105108025,0.221496325,66.9104,274.538,5.948339281,0,9.967957042,0,10.71656131,40.75115895,0,39.46384472,11.25737949,5.733667477,7.819401752,0.105108025,0
HSP90 Inhibitor 1,1,0.75635755,2.263308781,4.908956688,0,0,0,11.89667856,5.824404498,2.052631579,-2.21,19,306.082,2.218457365,0.367628605,0.113480201,0.224875296,79.2938,316.162,11.89667856,0,0,0,0,38.59907089,0,40.87092193,11.38785599,11.46733495,12.0047164,0.687727125,0
HSP90 Inhibitor 3,1,0.4474603,2.028221159,3.065858137,0,4.794537184,0,5.969305288,18.60080812,2.714285714,-1.77,14,178.126,1.933655254,0.461930865,0.214415627,0.335118758,53.7237,189.214,0,5.969305288,4.794537184,0,12.17998649,11.65669156,0,42.10489476,0,5.316788604,11.06502299,-0.214415627,2.406084892
HSP90 Inhibitor 4,1,0.5525397,2.580273479,4.220569173,0,0,0,5.948339281,15.73919462,2.5,-1.32,16,245.048,2.25773397,0.367766757,0.237052469,0.220280086,66.6374,254.12,5.948339281,0,9.967957042,0,10.71656131,29.15021906,0,40.0046629,11.25737949,5.733667477,8.138414098,0.237052469,0
NVP-BSK805,1,0.85776806,1.333050732,9.425710188,11.63444168,0,8.780830095,12.1082079,60.19934998,2.555555556,-3.27,36,462.334,4.613409252,0.37879229,0.081469204,0.130753707,133.3477,490.558,0,0,13.76480862,0,48.37662133,11.03340144,0,66.12025923,22.38428247,5.316788604,11.45442095,-1.109524442,7.608750732
AG 490,1,0.6001883,2.097733256,4.586243919,5.907179729,15.00759197,0,17.0721282,12.1082079,2.5,-3.26,22,280.198,3.869078663,0.504259632,0.082388039,0.261719952,81.6503,294.31,0,0,0,0,0,11.98319984,0,65.23094406,17.56824498,5.316788604,11.99004315,-1.070520225,1.346712963
JAK Inhibitor I,1,0.8836382,2.343569043,6.844392902,0,9.184952232,0,16.79147821,10.77244843,2.608695652,-2.69,23,293.216,1.961628687,0.341003218,0.153872,0.256021582,90.3844,309.344,0,0,9.374393569,0,16.41962565,32.57829829,0,52.45774126,0,5.559266895,23.09452853,0.474879496,1.597895881
Tyk2-IN-2,1,0.05686155,2.0965098,5.437741755,5.907179729,4.794537184,0,5.693927995,11.46504,2.47826087,-3.09,23,292.217,2.804476917,0.384958494,0.236641471,0.268562162,90.2503,310.361,0,0,9.499376415,5.098681808,11.88422985,28.74699228,5.733667477,47.28314282,0,16.36724469,15.7115809,0.016623205,1.422718359
Tocotrienol,1,0.7592254,1.743246241,8.842447218,0,5.106527395,0,5.601050811,5.749511833,2.321428571,-1.96,28,344.284,7.576780548,0.507951611,0.10895863,0.123088903,120.1078,382.588,0,0,0,0,0,0,0,58.70992661,11.49902367,4.736862954,0,1.256217937,15.75083694
Epigallocatechin Gallate,1,0.9729338,1.747260573,7.398788708,52.67430906,45.64675634,0,40.3597116,0,1.878787879,-4.67,33,440.231,3.868056261,0.507679031,0.052570264,0.338339156,108.9209,458.375,0,5.969305288,4.794537184,0,5.563451492,5.969305288,0,53.08855689,51.7456065,4.736862954,12.72163418,-6.060846152,-2.488638301
Aspirin,1,0.8152325,3.043527355,2.394955678,11.93861058,9.589074368,0,11.31296332,0,2.461538462,-1.84,13,172.095,2.297415033,0.477539527,0.016018519,0.339003787,44.7103,180.159,0,11.93861058,4.794537184,0,0,11.93861058,0,29.82891977,5.749511833,4.736862954,21.18476757,-1.57587963,0
Ruxolitinib ,1,0.83761996,1.701320839,6.145373004,0,5.261891555,0,6.041840829,12.33872767,3.043478261,-2.68,23,288.229,2.482270158,0.346034664,0.16648408,0.14080563,86.3347,306.373,0,0,9.967957042,0,30.42265533,11.03340144,5.917906046,30.98421786,17.3266008,0,11.74382816,0.555626575,12.70759719
Tofacitinib,1,0.6943027,1.849797986,6.056085039,0,4.794537184,0,18.36984218,12.46266245,3.173913043,-2.62,23,292.217,2.842656173,0.353979159,0.055180409,0.236360466,86.6707,312.377,5.907179729,0,9.967957042,0,17.49728636,22.75844394,5.917906046,18.59053071,6.069221313,4.899909731,27.70990218,1.213012907,4.272233996
Sirolimus,1,0.8596637,1.701997863,19.59072187,83.86619841,39.2922681,0,54.81057407,63.36049914,2.246153846,-3.37,65,834.555,14.32242976,0.460091562,0.019310587,0.328662805,245.1374,914.187,5.787111153,5.969305288,4.794537184,0,24.41586555,29.22621986,35.50743628,47.6023297,0,0,71.77161135,-7.959310504,11.18354121
CHEMBL1939379,1,0.81873685,2.033492225,7.604740987,0,9.589074368,0,17.76269874,47.96734913,2.555555556,-2.61,27,362.309,4.765169721,0.367741551,0.0138143,0.251072507,106.6553,385.493,11.85551901,0,9.967957042,11.76188495,5.693927995,29.52458369,0,34.88945568,11.25737949,16.36724469,33.089178,0.631269815,1.074455688
Anisomycin,1,0.34687307,2.015423393,4.70833622,12.20793278,9.901064579,0,12.01114612,12.96557803,2.684210526,-1.59,19,246.157,3.453827713,0.496768219,0.062689909,0.302554328,70.0495,265.309,0,5.969305288,0,0,13.15163837,5.969305288,0,29.82891977,5.749511833,10.05365156,11.04914261,0.437206231,-0.439185537
MG-132,1,0.6279512,2.840105258,9.959640298,36.03312202,19.17814874,0,24.3606001,19.26246487,1.764705882,-2.9,34,434.302,11.81485646,0.444675771,0.087307759,0.407621288,131.8411,475.63,11.81435946,6.093240071,4.794537184,0,6.041840829,24.19376005,17.75371814,35.89528683,0,15.95036581,49.74169438,-0.390004622,1.317104027
139-08-2,1,0.7577944,5.76E-06,8.192137994,0,0,0,12.40703316,0,1.56,-0.53,25,325.713,14.33705197,1,0,0.10394723,108.1994,368.049,0,0,0,0,20.64010037,0,0,35.89528683,0,12.40703316,0,0,17.20380169
Ganetespib,1,0.6706083,1.943580134,6.940411454,5.689743398,15.00759197,0,23.24133421,16.81428926,2.592592593,-3.48,27,344.245,2.676684931,0.50752065,0.015173885,0.34772491,103.5163,364.405,0,5.689743398,14.46031864,0,11.25083777,10.90292493,7.047671983,58.64277806,28.57426593,5.689743398,12.4607957,0.206611821,1.952593928
tunicamycin V,1,0.89552265,1.460125645,15.76890346,128.0223735,60.0303679,0,0,12.33872767,2.017241379,-3.12,58,768.43,12.69590067,0.393566521,0.597676652,0.330035388,202.4565,830.926,11.81435946,5.689743398,4.794537184,0,18.81481474,11.81435946,5.917906046,45.25333552,0,21.8825875,51.07163123,-0.641094871,-8.970881916
tunicamycin VII,1,0.9012275,1.440049549,16.12245685,128.0223735,60.0303679,0,0,6.420821623,1.983050847,-3.12,59,780.441,13.43396169,0.393566521,0.59748924,0.330035388,207.0735,844.953,11.81435946,5.689743398,4.794537184,0,18.81481474,11.81435946,5.917906046,45.25333552,0,21.8825875,51.11297718,-0.620809257,-7.649175679
Tunicamycin A1,1,0.8895289,1.479766993,15.41535007,128.0223735,60.0303679,0,0,12.33872767,2.052631579,-3.12,57,756.419,12.44515455,0.393566521,0.597894012,0.330035388,197.8395,816.899,11.81435946,5.689743398,4.794537184,0,18.81481474,11.81435946,5.917906046,45.25333552,0,21.8825875,51.02618243,-0.665165124,-10.27155129
tunicamycin D2,1,0.8998277,1.419733454,16.47601024,128.0223735,60.0303679,0,0,6.420821623,1.95,-3.12,60,792.452,13.68949417,0.393566521,0.597326519,0.330035388,211.6905,858.98,11.81435946,5.689743398,4.794537184,0,18.81481474,11.81435946,5.917906046,45.25333552,0,21.8825875,51.15077386,-0.603520398,-6.309759669
Onalespib,1,0.7718435,1.479808643,8.926574796,0,15.00759197,0,28.88756093,18.6529643,2.366666667,-2.57,30,378.282,4.15612026,0.507520632,0.025283625,0.257726913,116.6541,409.53,0,0,0,0,5.563451492,5.907179729,0,58.1490928,11.49902367,0,19.7178324,-0.28963525,0
dactolisib,1,0.8311431,1.592098393,9.60134713,5.414990469,10.05642874,0,5.689743398,0,2.388888889,-4.76,36,446.364,3.286018746,0.333026473,0.148733087,0.293159237,143.193,469.548,0,5.689743398,4.794537184,0,45.4352445,32.8392513,7.047671983,101.237824,22.88351057,5.689743398,22.66369245,0,3.629753843
Niguldipine,1,0.6723317,1.249616543,11.62431188,22.77982767,19.70339264,0,28.85546777,23.37835174,2.022222222,-4.76,45,570.411,6.682672377,0.465580056,0.033742634,0.336250302,171.3031,609.723,0,11.93861058,9.589074368,0,35.70410566,17.62599685,0,134.2740994,0,5.316788604,39.89567334,-2.074072241,2.631217005
NVP-AUY922,1,0.8836382,1.761035684,8.763076523,0,15.00759197,0,34.77828486,23.23511088,2.470588235,-3.36,34,434.302,4.926960883,0.507520649,0.008083743,0.273637063,128.8968,465.55,0,0,0,0,24.34066691,5.907179729,0,53.21903339,33.94962556,5.316788604,15.11137764,-0.193243418,0
PU-H71,1,0.16721867,1.657563111,8.84875959,0,0,0,6.792942306,17.37640432,2.857142857,-1.79,28,491.209,3.984750876,0.453554481,0.25696452,0.230802137,116.8961,512.377,6.792942306,0,14.95193556,0,0,51.33449629,0,22.03023648,11.49902367,20.52418199,14.29731276,1.925397199,2.444772249
naringenin,1,0.9838472,1.9989097,4.663357648,6.103966388,20.11411937,0,40.76556539,0,2.4,-2.69,20,260.16,2.028842672,0.507966607,0.093363568,0.173909205,70.1949,272.256,0,0,0,0,6.420821623,5.783244946,0,47.52510539,22.99804733,4.736862954,12.09729844,-0.402974773,-0.409599395
Kaempferol,1,0.99111825,2.372496567,4.493823057,16.92781406,25.22064676,0,28.22851544,5.563451492,2.19047619,-3.15,21,276.159,2.023723431,0.507966213,0.024689626,0.238288561,74.5792,286.239,11.17830223,0,0,0,0,10.96924436,0,46.62152999,34.32174624,5.428790392,12.12044659,-1.499864418,0
Pterostilbene,1,0.79310596,2.241199966,4.070864403,0,5.106527395,0,5.749511833,0,1.842105263,-2.42,19,240.173,3.517568345,0.507966251,0.264073691,0.122652774,76.5808,256.301,0,0,0,0,14.21959508,12.15204021,0,53.59147246,17.2485355,9.473725908,0,1.772788733,3.935589569
Phloroglucinol,1,0.9235924,3.16567031,1.707609371,0,0,0,17.2485355,0,1.111111111,-1.38,9,120.063,1.2528322,0.507679548,0.145833333,0.122452622,31.4364,126.111,0,0,0,0,0,0,0,18.19910121,17.2485355,0,0,-0.4375,0
Oleuropein,1,0.25534365,1.710010557,8.705066057,61.4593176,40.22823874,0,36.52065341,11.13655602,2.447368421,-3.2,38,508.262,6.617006607,0.504259893,0.008944036,0.336990724,126.1228,540.518,6.290026729,11.93861058,4.794537184,0,38.57956807,11.93861058,5.917906046,47.24686231,11.49902367,0,25.09735666,-2.894656463,-6.394935945
Oleacein,1,0.8365546,2.498263395,5.003479622,11.88721133,24.59666634,0,30.94754888,30.12969869,2.565217391,-2.63,23,300.181,5.93882079,0.504259893,0.04366948,0.30592709,83.0436,320.341,0,5.969305288,0,0,13.02770359,18.54162633,5.917906046,35.41167733,11.49902367,0,33.36920621,-1.416626725,3.303486315
urolithin A,1,0.9227612,2.599533673,3.799868639,5.625586319,15.00759197,0,11.49902367,16.35546857,2.235294118,-2.49,17,220.139,1.419399512,0.507938871,0.016600319,0.343824703,63.3196,228.203,0,5.625586319,4.794537184,0,5.386224214,21.74169279,0,46.81832591,11.49902367,5.625586319,11.69680083,0.057135823,0
urolithin B,1,0.8697146,2.64080413,3.615565695,0,9.901064579,0,11.37509815,10.96924436,2.5,-2.29,16,204.14,1.182002327,0.507821995,0.088825113,0.343684916,61.6548,212.204,0,5.625586319,4.794537184,0,5.386224214,21.74169279,0,52.88469298,5.749511833,5.625586319,11.65568972,0.088825113,0
Urolithin C,1,0.98657167,2.607025121,3.956488139,5.625586319,20.11411937,0,28.21777986,10.77244843,2.222222222,-2.69,18,236.138,1.374263011,0.507821995,0.020370108,0.343829565,64.9844,244.202,0,5.625586319,4.794537184,0,5.386224214,21.74169279,0,40.75195885,17.2485355,5.625586319,11.72646825,-0.719070715,0
Urolithin D,1,0.9761292,2.639078755,4.086005599,28.62363365,25.22064676,0,10.96924436,10.77244843,2.105263158,-2.89,19,252.137,1.464533684,0.504244706,0.062860922,0.343962486,66.6492,260.201,5.749511833,5.625586319,4.794537184,0,5.386224214,21.74169279,0,34.68559178,22.99804733,5.625586319,11.76757937,-1.809092446,0
NVP-BEP800,1,0.8624676,1.67872936,9.124079542,0,4.794537184,0,11.85551901,55.29756415,2.741935484,-2.13,31,457.237,4.872699106,0.490669862,0.105850112,0.260941871,126.4596,480.421,5.948339281,0,9.967957042,11.33678588,20.61634182,56.6108053,0,33.12151503,17.00689132,15.78731903,24.5135982,0.474309317,2.464068024
GL-V9,1,0.7264256,1.575259734,7.576443829,0,9.901064579,0,22.14754658,23.86615305,2.6,-2.99,30,382.266,4.284422397,0.50688792,0.090661593,0.204544156,116.5398,409.482,5.749511833,0,0,0,13.71667951,10.96924436,0,52.68789706,28.57223441,14.9025163,15.15160758,0.925046104,4.529810345
chloroquine,1,0.18594721,1.954331763,6.170915614,0,0,0,0,6.041840829,2.727272727,-1.32,22,293.672,4.58660882,0.381998759,0.441518802,0.073705035,96.8597,319.88,0,0,0,0,5.516700718,28.1912511,0,35.48494516,0,5.316788604,6.855184867,0,4.210528899
SSK1,1,0.86153823,1.510671327,11.77728931,132.7231778,52.76889886,0,5.563451492,4.567099648,2.145454545,-5.85,55,754.347,10.22439914,0.46294876,0.010861424,0.412642793,169.9347,788.619,18.62189429,47.27012006,9.589074368,0,11.53019301,41.47571028,0,56.62436219,5.749511833,15.74339496,87.28814522,-8.461507071,-14.8966965
PZ15227,1,0.96267307,0.618894895,31.72368934,82.46680832,58.77406222,0,79.45537101,94.21476555,2.245098039,-8.23,102,1401.501,18.75805326,0.501490163,0.019843133,0.38206235,378.9819,1484.157,17.72153919,5.508330501,21.55768883,16.86056676,54.33414416,101.3017109,5.414990469,160.0012897,0,25.57237041,85.69421291,-3.185542164,5.93976491
Nav-Gal,1,0.91550726,1.044427925,25.52254073,90.04689726,55.22748588,0,23.15211719,57.02654634,2.184210526,-4.3,76,1071.255,13.5696619,0.501490295,0.017490496,0.393566869,284.51,1136.775,0,5.508330501,21.55768883,11.76188495,30.40351564,66.07842594,5.414990469,118.7845139,0,14.52191433,19.44866554,-1.116856353,-6.340074662
Mitotam,1,0.7839885,1.064348666,18.4960631,7.262479191,0,0,0,6.606881965,1.309090909,-4.75,55,685.552,11.16217507,0.492264494,0.682251456,0.118903331,240.859,745.024,0,0,0,0,6.161910027,34.32230794,0,192.6149995,5.749511833,20.65048264,2.146856299,0.920222962,12.46376557
Xevinapant(AT-406),1,0.69760895,1.595399732,11.55338494,18.12552249,19.17814874,0,48.17506303,32.2280429,2.073170732,-3.72,41,518.383,7.327022685,0.343390651,0.024983351,0.247431654,157.6301,561.727,23.62871892,0,0,0,12.08368166,23.62871892,5.917906046,71.79057367,0,15.95036581,57.37927954,-0.710410763,2.145153108
P22077,1,0.86838096,2.415099029,6.136266292,16.55775273,23.68968555,0,25.45244107,6.066367068,2.6,-1.8,20,308.266,3.020764463,0.294286295,0.061529667,0.293600022,71.4589,315.322,0,0,8.780830095,11.33678588,9.800458243,34.56930205,0,50.89137542,0,0,21.82634044,-1.830041362,0
5FURGal,1,0.63522243,1.690404666,6.720476523,85.52568768,39.51212639,0,0,10.76394322,2.310344828,-1.75,29,403.166,4.114723032,0.393566515,0.515869866,0.330215555,86.9235,424.334,5.817220841,5.689743398,4.794537184,0,19.4106075,0,0,32.85214907,0,11.24901029,24.63564538,-1.309344147,-13.28441258
AZD8055,1,0.7505528,1.636005117,8.834273848,0,5.106527395,0,18.69056362,43.77255619,2.382352941,-3.01,34,434.306,4.263117325,0.496385436,0.106250227,0.229307604,130.4978,465.554,5.948339281,0,4.983978521,0,63.30804123,22.79960349,0,35.89528683,17.00689132,14.53668242,19.38805613,2.216006183,0
Nintedanib,1,0.4054487,1.443855349,9.975564107,5.969305288,14.69560176,0,11.78716807,34.58743138,2.35,-4.47,40,506.372,5.753478375,0.494075462,0.042423828,0.337420676,156.833,539.636,5.907179729,5.969305288,9.786941917,0,36.18052821,39.8658675,4.992404733,89.4867593,5.879988336,4.899909731,38.979617,-0.464949139,0
MCOPPB,1,0.6688803,1.363925733,10.35492524,0,0,0,0,17.49867213,2.4,-1.39,30,368.314,4.05437538,0.324490226,0.429082946,0.114037307,125.1457,408.634,0,0,4.983978521,0,11.03340144,11.03340144,0,30.08987277,0,5.316788604,8.02315487,1.908629216,15.01849708
25-hydroxycholesterol (25HC),1,0.66017234,1.47142639,12.56627905,5.601050811,10.21305479,0,6.103966388,10.82998094,2.586206897,-0.34,29,356.295,3.863295086,0.392796685,0.096907178,0.059132468,120.5126,402.663,0,0,0,0,11.7050172,0,40.41951117,11.64912464,0,0,0,4.2441841,15.86015764
